Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Country;City;State;Postal_Code;Region;Product_ID; Sales ;Quantity;Discount;Profit
7866;CA-2015-143364;14/07/2015;19/07/2015;Second Class;TG-21310;United States;Mesa;Arizona;85204;West;FUR-CH-10004287; 441,920 ;2;0,2;49,716
1447;CA-2017-102337;13/06/2017;16/06/2017;First Class;SD-20485;United States;Chicago;Illinois;60653;Central;FUR-CH-10004289; 470,302 ;7;0,3;-87,342
2093;CA-2014-145926;17/11/2014;21/11/2014;Standard Class;MP-17470;United States;Moorhead;Minnesota;56560;Central;FUR-CH-10004289; 479,900 ;5;0;81,583
2281;CA-2017-142622;30/10/2017;02/11/2017;First Class;JK-15625;United States;Seattle;Washington;98115;West;FUR-CH-10004289; 614,272 ;8;0,2;-23,035
2876;US-2016-167339;21/01/2016;23/01/2016;Second Class;TD-20995;United States;San Diego;California;92037;West;FUR-CH-10004289; 153,568 ;2;0,2;-5,759
3585;CA-2015-121650;10/12/2015;16/12/2015;Standard Class;KD-16495;United States;Jackson;Michigan;49201;Central;FUR-CH-10004289; 191,960 ;2;0;32,633
7837;CA-2015-149083;25/09/2015;30/09/2015;Standard Class;SH-19975;United States;Seattle;Washington;98103;West;FUR-CH-10004289; 307,136 ;4;0,2;-11,518
8707;CA-2014-146815;08/09/2014;13/09/2014;Standard Class;PP-18955;United States;New York City;New York;10009;East;FUR-CH-10004289; 172,764 ;2;0,1;13,437
230;US-2015-145436;28/02/2015;04/03/2015;Standard Class;VD-21670;United States;Columbia;Tennessee;38401;South;FUR-CH-10004477; 389,696 ;8;0,2;43,841
3812;CA-2015-113628;12/11/2015;19/11/2015;Standard Class;AH-10690;United States;Plantation;Florida;33317;South;FUR-CH-10004477; 146,136 ;3;0,2;16,44
4544;CA-2015-126557;12/07/2015;17/07/2015;Second Class;RL-19615;United States;Chicago;Illinois;60610;Central;FUR-CH-10004477; 383,607 ;9;0,3;-5,48
4887;CA-2016-163167;28/11/2016;01/12/2016;Second Class;RF-19345;United States;Marietta;Georgia;30062;South;FUR-CH-10004477; 182,670 ;3;0;52,974
4962;CA-2014-156587;07/03/2014;08/03/2014;First Class;AB-10015;United States;Seattle;Washington;98103;West;FUR-CH-10004477; 48,712 ;1;0,2;5,48
6132;CA-2014-163447;27/12/2014;31/12/2014;Standard Class;TB-21190;United States;New York City;New York;10011;East;FUR-CH-10004477; 767,214 ;14;0,1;161,967
7524;CA-2016-162383;05/09/2016;11/09/2016;Standard Class;MD-17350;United States;Lancaster;Ohio;43130;East;FUR-CH-10004477; 85,246 ;2;0,3;-1,218
8114;CA-2016-130393;01/12/2016;03/12/2016;Second Class;JM-15865;United States;San Angelo;Texas;76903;Central;FUR-CH-10004477; 85,246 ;2;0,3;-1,218
8648;US-2015-131842;05/12/2015;08/12/2015;First Class;RR-19525;United States;Nashville;Tennessee;37211;South;FUR-CH-10004477; 97,424 ;2;0,2;10,96
3146;CA-2017-131828;11/02/2017;13/02/2017;Second Class;CS-11845;United States;Seattle;Washington;98105;West;FUR-CH-10004495; 963,136 ;4;0,2;108,353
3869;CA-2015-132486;23/10/2015;27/10/2015;Second Class;JF-15355;United States;San Diego;California;92105;West;FUR-CH-10004495; 240,784 ;1;0,2;27,088
4429;CA-2017-119452;21/03/2017;27/03/2017;Standard Class;CL-12565;United States;Tulsa;Oklahoma;74133;Central;FUR-CH-10004495; 1.805,880 ;6;0;523,705
5800;CA-2014-166716;20/08/2014;25/08/2014;Second Class;CR-12730;United States;Chicago;Illinois;60610;Central;FUR-CH-10004495; 421,372 ;2;0,3;-6,02
6111;CA-2016-124590;12/11/2016;16/11/2016;Standard Class;SP-20920;United States;Parma;Ohio;44134;East;FUR-CH-10004495; 1.474,802 ;7;0,3;-21,069
7407;CA-2015-100146;14/05/2015;19/05/2015;Standard Class;CB-12535;United States;Camarillo;California;93010;West;FUR-CH-10004495; 722,352 ;3;0,2;81,265
7636;US-2017-158526;29/12/2017;01/01/2018;Second Class;KH-16360;United States;Louisville;Kentucky;40214;South;FUR-CH-10004495; 300,980 ;1;0;87,284
9644;CA-2014-104563;07/03/2014;12/03/2014;Standard Class;CM-12715;United States;Seattle;Washington;98103;West;FUR-CH-10004495; 481,568 ;2;0,2;54,176
1199;CA-2016-130946;08/04/2016;12/04/2016;Standard Class;ZC-21910;United States;Houston;Texas;77041;Central;FUR-CH-10004540; 95,984 ;4;0,3;-4,114
1596;CA-2017-149181;08/05/2017;12/05/2017;Standard Class;MD-17350;United States;Columbus;Ohio;43229;East;FUR-CH-10004540; 47,992 ;2;0,3;-2,057
2515;CA-2016-124506;11/11/2016;17/11/2016;Standard Class;BB-11545;United States;Chicago;Illinois;60623;Central;FUR-CH-10004540; 47,992 ;2;0,3;-2,057
3870;CA-2015-132486;23/10/2015;27/10/2015;Second Class;JF-15355;United States;San Diego;California;92105;West;FUR-CH-10004540; 191,968 ;7;0,2;16,797
5518;CA-2017-117667;04/12/2017;09/12/2017;Standard Class;MS-17980;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10004540; 239,960 ;10;0,3;-10,284
9541;CA-2015-135727;11/05/2015;16/05/2015;Second Class;PS-18970;United States;Phoenix;Arizona;85023;West;FUR-CH-10004540; 191,968 ;7;0,2;16,797
5028;US-2017-130953;29/07/2017;03/08/2017;Standard Class;RF-19735;United States;Oklahoma City;Oklahoma;73120;Central;FUR-CH-10004626; 302,670 ;3;0;72,641
5234;CA-2014-115084;18/10/2014;22/10/2014;Standard Class;LS-17200;United States;Texarkana;Arkansas;71854;South;FUR-CH-10004626; 605,340 ;6;0;145,282
5827;CA-2017-161067;03/09/2017;06/09/2017;Second Class;KB-16405;United States;New York City;New York;10035;East;FUR-CH-10004626; 90,801 ;1;0,1;14,125
6522;CA-2017-138289;16/01/2017;18/01/2017;Second Class;AR-10540;United States;Jackson;Michigan;49201;Central;FUR-CH-10004626; 302,670 ;3;0;72,641
9707;CA-2016-161746;21/10/2016;27/10/2016;Standard Class;CS-11950;United States;Los Angeles;California;90045;West;FUR-CH-10004626; 242,136 ;3;0,2;12,107
9894;US-2016-115441;25/07/2016;28/07/2016;Second Class;SH-19975;United States;Milwaukee;Wisconsin;53209;Central;FUR-CH-10004626; 403,560 ;4;0;96,854
788;CA-2015-154620;12/12/2015;16/12/2015;Standard Class;LT-17110;United States;Lancaster;California;93534;West;FUR-CH-10004675; 348,928 ;2;0,2;34,893
1576;CA-2014-101602;15/12/2014;18/12/2014;First Class;MC-18100;United States;El Paso;Texas;79907;Central;FUR-CH-10004675; 763,280 ;5;0,3;-21,808
2024;CA-2016-168354;19/09/2016;21/09/2016;First Class;RH-19510;United States;Providence;Rhode Island;2908;East;FUR-CH-10004675; 872,320 ;4;0;244,25
2172;US-2017-137491;19/11/2017;25/11/2017;Standard Class;LC-16930;United States;San Angelo;Texas;76903;Central;FUR-CH-10004675; 305,312 ;2;0,3;-8,723
2942;CA-2017-155880;25/03/2017;31/03/2017;Standard Class;JD-16150;United States;Milwaukee;Wisconsin;53209;Central;FUR-CH-10004675; 1.526,560 ;7;0;427,437
6566;CA-2014-166086;07/05/2014;12/05/2014;Standard Class;CT-11995;United States;Lawrence;Massachusetts;1841;East;FUR-CH-10004675; 872,320 ;4;0;244,25
7036;CA-2017-119494;09/11/2017;13/11/2017;Standard Class;JE-15610;United States;San Diego;California;92105;West;FUR-CH-10004675; 523,392 ;3;0,2;52,339
178;US-2015-101511;21/11/2015;23/11/2015;Second Class;JE-15745;United States;Newark;Ohio;43055;East;FUR-CH-10004698; 396,802 ;7;0,3;-11,337
4021;CA-2014-154963;22/06/2014;27/06/2014;Standard Class;AA-10645;United States;Chester;Pennsylvania;19013;East;FUR-CH-10004698; 170,058 ;3;0,3;-4,859
5278;CA-2014-113859;13/09/2014;17/09/2014;Standard Class;BC-11125;United States;Odessa;Texas;79762;Central;FUR-CH-10004698; 340,116 ;6;0,3;-9,718
5981;CA-2014-117765;07/09/2014;13/09/2014;Standard Class;RB-19465;United States;Tulsa;Oklahoma;74133;Central;FUR-CH-10004698; 161,960 ;2;0;45,349
6821;CA-2017-163860;28/12/2017;01/01/2018;Standard Class;LO-17170;United States;Peoria;Illinois;61604;Central;FUR-CH-10004698; 113,372 ;2;0,3;-3,239
8040;CA-2017-121489;21/08/2017;25/08/2017;Second Class;CM-11815;United States;Seattle;Washington;98115;West;FUR-CH-10004698; 388,704 ;6;0,2;38,87
8647;CA-2016-113341;25/11/2016;29/11/2016;Standard Class;MH-17455;United States;Los Angeles;California;90032;West;FUR-CH-10004698; 194,352 ;3;0,2;19,435
9381;CA-2014-154158;23/12/2014;27/12/2014;Second Class;CC-12670;United States;Tampa;Florida;33614;South;FUR-CH-10004698; 64,784 ;1;0,2;6,478
1823;CA-2016-168956;16/02/2016;20/02/2016;Standard Class;EA-14035;United States;Chicago;Illinois;60623;Central;FUR-CH-10004754; 62,958 ;3;0,3;-2,698
5831;CA-2016-122063;03/12/2016;07/12/2016;Standard Class;MM-17920;United States;Richmond;Indiana;47374;Central;FUR-CH-10004754; 29,980 ;1;0;8,095
6602;CA-2014-154095;02/12/2014;07/12/2014;Standard Class;ON-18715;United States;Clinton;Maryland;20735;East;FUR-CH-10004754; 239,840 ;8;0;64,757
6804;CA-2016-109827;25/12/2016;01/01/2017;Standard Class;LW-16825;United States;Phoenix;Arizona;85023;West;FUR-CH-10004754; 47,968 ;2;0,2;4,197
7695;CA-2016-118899;22/03/2016;22/03/2016;Same Day;MC-17275;United States;Seattle;Washington;98103;West;FUR-CH-10004754; 167,888 ;7;0,2;14,69
9578;CA-2015-143147;26/05/2015;28/05/2015;Second Class;PS-18760;United States;San Antonio;Texas;78207;Central;FUR-CH-10004754; 104,930 ;5;0,3;-4,497
9787;US-2014-114377;05/11/2014;05/11/2014;Same Day;BG-11035;United States;Hampton;Virginia;23666;South;FUR-CH-10004754; 149,900 ;5;0;40,473
623;CA-2015-138009;29/11/2015;03/12/2015;Standard Class;SF-20965;United States;Dearborn;Michigan;48126;Central;FUR-CH-10004853; 301,960 ;2;0;87,568
2845;US-2016-162852;27/12/2016;31/12/2016;Standard Class;BG-11695;United States;Woodstock;Illinois;60098;Central;FUR-CH-10004853; 845,488 ;8;0,3;-12,078
3819;CA-2015-102582;15/09/2015;19/09/2015;Standard Class;NW-18400;United States;Mobile;Alabama;36608;South;FUR-CH-10004853; 1.056,860 ;7;0;306,489
4600;CA-2015-146948;16/07/2015;20/07/2015;Standard Class;MG-17890;United States;Baltimore;Maryland;21215;East;FUR-CH-10004853; 150,980 ;1;0;43,784
7533;CA-2016-107146;17/06/2016;19/06/2016;First Class;LC-16885;United States;Longmont;Colorado;80501;West;FUR-CH-10004853; 483,136 ;4;0,2;54,353
7970;CA-2016-157707;10/10/2016;12/10/2016;First Class;CC-12610;United States;Denver;Colorado;80219;West;FUR-CH-10004853; 120,784 ;1;0,2;13,588
229;US-2015-145436;28/02/2015;04/03/2015;Standard Class;VD-21670;United States;Columbia;Tennessee;38401;South;FUR-CH-10004860; 161,568 ;2;0,2;-28,274
1213;US-2017-118087;09/09/2017;13/09/2017;Standard Class;SP-20620;United States;Philadelphia;Pennsylvania;19134;East;FUR-CH-10004860; 141,372 ;2;0,3;-48,47
2224;CA-2015-131884;06/12/2015;06/12/2015;Same Day;DK-13375;United States;Marion;Ohio;43302;East;FUR-CH-10004860; 70,686 ;1;0,3;-24,235
4692;CA-2014-138681;20/12/2014;22/12/2014;First Class;CT-11995;United States;Tucson;Arizona;85705;West;FUR-CH-10004860; 242,352 ;3;0,2;-42,412
5828;CA-2017-161067;03/09/2017;06/09/2017;Second Class;KB-16405;United States;New York City;New York;10035;East;FUR-CH-10004860; 181,764 ;2;0,1;-8,078
6608;CA-2016-148852;26/05/2016;31/05/2016;Standard Class;SV-20785;United States;Santa Ana;California;92704;West;FUR-CH-10004860; 484,704 ;6;0,2;-84,823
8125;US-2017-150070;07/09/2017;12/09/2017;Standard Class;JA-15970;United States;Modesto;California;95351;West;FUR-CH-10004860; 161,568 ;2;0,2;-28,274
8521;CA-2017-118003;04/12/2017;10/12/2017;Standard Class;DO-13645;United States;Paterson;New Jersey;7501;East;FUR-CH-10004860; 302,940 ;3;0;18,176
2952;CA-2017-134915;12/11/2017;12/11/2017;Same Day;EM-14140;United States;Glendale;Arizona;85301;West;FUR-CH-10004875; 113,888 ;2;0,2;9,965
3249;CA-2016-159730;17/09/2016;21/09/2016;Standard Class;SJ-20125;United States;Seattle;Washington;98103;West;FUR-CH-10004875; 113,888 ;2;0,2;9,965
4697;US-2015-138121;17/12/2015;17/12/2015;Same Day;JL-15835;United States;Detroit;Michigan;48205;Central;FUR-CH-10004875; 142,360 ;2;0;38,437
5220;CA-2017-145653;01/09/2017;01/09/2017;Same Day;CA-12775;United States;Detroit;Michigan;48205;Central;FUR-CH-10004875; 498,260 ;7;0;134,53
6626;CA-2015-141250;19/01/2015;23/01/2015;Standard Class;PM-18940;United States;Texas City;Texas;77590;Central;FUR-CH-10004875; 199,304 ;4;0,3;-8,542
7308;CA-2016-144092;05/11/2016;07/11/2016;Second Class;LH-17155;United States;San Jose;California;95123;West;FUR-CH-10004875; 113,888 ;2;0,2;9,965
7339;CA-2014-163412;20/12/2014;23/12/2014;Second Class;SM-20950;United States;New York City;New York;10035;East;FUR-CH-10004875; 192,186 ;3;0,1;36,302
9473;CA-2017-102925;05/11/2017;10/11/2017;Second Class;CD-12280;United States;New York City;New York;10024;East;FUR-CH-10004875; 128,124 ;2;0,1;24,201
418;CA-2016-148796;14/04/2016;18/04/2016;Standard Class;PB-19150;United States;Los Angeles;California;90004;West;FUR-CH-10004886; 383,800 ;5;0,2;38,38
2615;CA-2014-147298;26/04/2014;03/05/2014;Standard Class;AG-10300;United States;Los Angeles;California;90049;West;FUR-CH-10004886; 230,280 ;3;0,2;23,028
3752;CA-2017-161956;27/08/2017;29/08/2017;Second Class;DR-12880;United States;Inglewood;California;90301;West;FUR-CH-10004886; 230,280 ;3;0,2;23,028
4553;US-2014-106334;27/12/2014;02/01/2015;Standard Class;JF-15490;United States;San Francisco;California;94122;West;FUR-CH-10004886; 230,280 ;3;0,2;23,028
7932;US-2016-168095;15/07/2016;20/07/2016;Standard Class;MC-17425;United States;Portland;Oregon;97206;West;FUR-CH-10004886; 230,280 ;3;0,2;23,028
8968;CA-2016-134180;03/11/2016;07/11/2016;Standard Class;JP-16135;United States;Philadelphia;Pennsylvania;19120;East;FUR-CH-10004886; 470,155 ;7;0,3;-13,433
3757;CA-2016-116799;03/03/2016;06/03/2016;First Class;JG-15310;United States;Odessa;Texas;79762;Central;FUR-CH-10004983; 563,430 ;5;0,3;-56,343
4648;CA-2016-139556;26/04/2016;01/05/2016;Standard Class;DB-13360;United States;New York City;New York;10009;East;FUR-CH-10004983; 434,646 ;3;0,1;62,782
5764;CA-2015-162047;03/11/2015;05/11/2015;First Class;FH-14365;United States;Long Beach;New York;11561;East;FUR-CH-10004983; 1.448,820 ;10;0,1;209,274
6271;CA-2017-102379;02/12/2017;06/12/2017;Standard Class;BB-11545;United States;Oakland;California;94601;West;FUR-CH-10004983; 1.159,056 ;9;0,2;43,465
9659;CA-2014-156160;22/09/2014;29/09/2014;Standard Class;AS-10090;United States;New York City;New York;10035;East;FUR-CH-10004983; 579,528 ;4;0,1;83,71
570;CA-2017-156951;01/10/2017;08/10/2017;Standard Class;EB-13840;United States;Seattle;Washington;98105;West;FUR-CH-10004997; 451,152 ;3;0,2;0
2786;CA-2015-149972;21/09/2015;23/09/2015;First Class;CD-12790;United States;Los Angeles;California;90036;West;FUR-CH-10004997; 601,536 ;4;0,2;0
3603;CA-2014-159835;17/11/2014;24/11/2014;Standard Class;RB-19330;United States;Philadelphia;Pennsylvania;19143;East;FUR-CH-10004997; 657,930 ;5;0,3;-93,99
4250;CA-2016-157336;01/12/2016;05/12/2016;Second Class;SJ-20500;United States;Fairfield;Connecticut;6824;East;FUR-CH-10004997; 751,920 ;4;0;150,384
5168;CA-2014-121006;10/11/2014;16/11/2014;Standard Class;SC-20020;United States;Midland;Michigan;48640;Central;FUR-CH-10004997; 563,940 ;3;0;112,788
6559;CA-2015-166947;05/06/2015;10/06/2015;Standard Class;EB-13750;United States;Buffalo;New York;14215;East;FUR-CH-10004997; 1.522,638 ;9;0,1;169,182
7579;CA-2016-138597;18/12/2016;21/12/2016;First Class;PN-18775;United States;Omaha;Nebraska;68104;Central;FUR-CH-10004997; 563,940 ;3;0;112,788
8024;CA-2014-129189;21/07/2014;25/07/2014;Standard Class;HM-14860;United States;Dallas;Texas;75217;Central;FUR-CH-10004997; 657,930 ;5;0,3;-93,99
8119;US-2017-106551;22/07/2017;27/07/2017;Standard Class;EB-13930;United States;Chicago;Illinois;60653;Central;FUR-CH-10004997; 526,344 ;4;0,3;-75,192
8121;CA-2016-116722;11/11/2016;16/11/2016;Standard Class;LP-17080;United States;San Francisco;California;94110;West;FUR-CH-10004997; 451,152 ;3;0,2;0
618;CA-2017-117947;18/08/2017;23/08/2017;Second Class;NG-18355;United States;New York City;New York;10011;East;FUR-FU-10000010; 9,940 ;2;0;3,081
717;CA-2014-130092;11/01/2014;14/01/2014;First Class;SV-20365;United States;Dover;Delaware;19901;East;FUR-FU-10000010; 9,940 ;2;0;3,081
1359;CA-2017-160045;26/04/2017;27/04/2017;First Class;LB-16735;United States;Fort Worth;Texas;76106;Central;FUR-FU-10000010; 1,988 ;1;0,6;-1,441
1504;CA-2016-100468;24/11/2016;01/12/2016;Standard Class;AT-10435;United States;Los Angeles;California;90045;West;FUR-FU-10000010; 9,940 ;2;0;3,081
1658;CA-2014-127159;12/05/2014;15/05/2014;First Class;HL-15040;United States;Milwaukee;Wisconsin;53209;Central;FUR-FU-10000010; 34,790 ;7;0;10,785
1720;CA-2016-169943;19/05/2016;24/05/2016;Standard Class;BN-11515;United States;New York City;New York;10011;East;FUR-FU-10000010; 39,760 ;8;0;12,326
5771;CA-2015-103835;24/09/2015;28/09/2015;Standard Class;SC-20440;United States;Los Angeles;California;90032;West;FUR-FU-10000010; 14,910 ;3;0;4,622
6970;CA-2016-163937;10/01/2016;13/01/2016;Second Class;JB-16000;United States;Longview;Washington;98632;West;FUR-FU-10000010; 24,850 ;5;0;7,704
7615;CA-2015-113740;24/08/2015;28/08/2015;Second Class;SC-20380;United States;New York City;New York;10035;East;FUR-FU-10000010; 14,910 ;3;0;4,622
9918;CA-2017-160927;29/01/2017;31/01/2017;Second Class;TM-21010;United States;Marion;Iowa;52302;Central;FUR-FU-10000010; 14,910 ;3;0;4,622
365;CA-2017-144904;25/09/2017;01/10/2017;Standard Class;KW-16435;United States;New York City;New York;10009;East;FUR-FU-10000023; 47,120 ;8;0;20,733
463;CA-2016-109869;22/04/2016;29/04/2016;Standard Class;TN-21040;United States;Phoenix;Arizona;85023;West;FUR-FU-10000023; 23,560 ;5;0,2;7,068
3241;US-2016-127971;20/11/2016;27/11/2016;Standard Class;DW-13195;United States;Houston;Texas;77095;Central;FUR-FU-10000023; 7,068 ;3;0,6;-2,827
4208;CA-2014-145387;31/10/2014;02/11/2014;Second Class;AM-10705;United States;Cranston;Rhode Island;2920;East;FUR-FU-10000023; 17,670 ;3;0;7,775
4611;US-2017-141852;09/11/2017;14/11/2017;Standard Class;JE-15745;United States;Oceanside;California;92054;West;FUR-FU-10000023; 47,120 ;8;0;20,733
4626;CA-2017-147228;09/09/2017;14/09/2017;Standard Class;SO-20335;United States;Columbia;Tennessee;38401;South;FUR-FU-10000023; 14,136 ;3;0,2;4,241
8251;CA-2015-140221;05/03/2015;09/03/2015;Second Class;MS-17365;United States;Chicago;Illinois;60653;Central;FUR-FU-10000023; 4,712 ;2;0,6;-1,885
8646;CA-2015-108259;08/11/2015;15/11/2015;Standard Class;NS-18640;United States;Jacksonville;North Carolina;28540;South;FUR-FU-10000023; 4,712 ;1;0,2;1,414
8871;CA-2017-101805;01/12/2017;06/12/2017;Standard Class;SH-19975;United States;Seattle;Washington;98105;West;FUR-FU-10000023; 70,680 ;12;0;31,099
500;CA-2016-126158;25/07/2016;31/07/2016;Standard Class;SC-20095;United States;Costa Mesa;California;92627;West;FUR-FU-10000073; 69,300 ;9;0;22,869
7226;CA-2016-109953;14/07/2016;18/07/2016;Standard Class;RB-19360;United States;San Francisco;California;94122;West;FUR-FU-10000073; 30,800 ;4;0;10,164
8550;CA-2015-126186;11/09/2015;12/09/2015;First Class;GB-14530;United States;Aurora;Colorado;80013;West;FUR-FU-10000073; 24,640 ;4;0,2;4,004
1235;CA-2016-144344;28/10/2016;28/10/2016;Same Day;PG-18820;United States;Boynton Beach;Florida;33437;South;FUR-FU-10000076; 47,952 ;3;0,2;13,786
2132;US-2014-114188;20/05/2014;22/05/2014;Second Class;RF-19345;United States;Dover;New Hampshire;3820;East;FUR-FU-10000076; 139,860 ;7;0;60,14
2632;US-2017-110604;15/05/2017;20/05/2017;Standard Class;JF-15295;United States;Seattle;Washington;98103;West;FUR-FU-10000076; 39,960 ;2;0;17,183
4667;CA-2016-116547;10/01/2016;17/01/2016;Standard Class;KB-16585;United States;Seattle;Washington;98115;West;FUR-FU-10000076; 79,920 ;4;0;34,366
5582;CA-2017-163818;04/10/2017;08/10/2017;Standard Class;PS-18970;United States;Clinton;Maryland;20735;East;FUR-FU-10000076; 19,980 ;1;0;8,591
8850;CA-2015-140718;02/07/2015;04/07/2015;First Class;FA-14230;United States;Raleigh;North Carolina;27604;South;FUR-FU-10000076; 159,840 ;10;0,2;45,954
223;CA-2015-169397;24/12/2015;27/12/2015;First Class;JB-15925;United States;Dublin;Ohio;43017;East;FUR-FU-10000087; 72,704 ;4;0,2;19,085
6216;CA-2015-161711;28/11/2015;03/12/2015;Standard Class;MC-17425;United States;New York City;New York;10035;East;FUR-FU-10000087; 68,160 ;3;0;27,946
6223;CA-2017-140627;23/12/2017;27/12/2017;Standard Class;DK-12985;United States;Hendersonville;Tennessee;37075;South;FUR-FU-10000087; 72,704 ;4;0,2;19,085
6837;CA-2017-142643;15/10/2017;20/10/2017;Standard Class;DL-13495;United States;Thousand Oaks;California;91360;West;FUR-FU-10000087; 22,720 ;1;0;9,315
7335;CA-2015-125563;11/04/2015;17/04/2015;Standard Class;PR-18880;United States;Tampa;Florida;33614;South;FUR-FU-10000087; 54,528 ;3;0,2;14,314
9286;CA-2015-102778;21/11/2015;24/11/2015;First Class;JH-15820;United States;Monroe;North Carolina;28110;South;FUR-FU-10000087; 18,176 ;1;0,2;4,771
4319;US-2017-136189;07/12/2017;11/12/2017;Standard Class;DC-13285;United States;Richmond;Virginia;23223;South;FUR-FU-10000175; 82,380 ;6;0;25,538
8241;CA-2017-103065;20/10/2017;20/10/2017;Same Day;PT-19090;United States;Jacksonville;Florida;32216;South;FUR-FU-10000175; 43,936 ;4;0,2;6,041
8662;CA-2015-131856;12/05/2015;17/05/2015;Standard Class;JG-15160;United States;Houston;Texas;77041;Central;FUR-FU-10000175; 21,968 ;4;0,6;-15,927
9748;US-2014-140914;11/11/2014;15/11/2014;Standard Class;BH-11710;United States;Chicago;Illinois;60653;Central;FUR-FU-10000175; 10,984 ;2;0,6;-7,963
3337;US-2017-109253;21/08/2017;22/08/2017;First Class;PR-18880;United States;Oakland;California;94601;West;FUR-FU-10000193; 129,920 ;4;0;10,394
5678;CA-2014-126802;29/12/2014;05/01/2015;Standard Class;ZC-21910;United States;Chicago;Illinois;60610;Central;FUR-FU-10000193; 38,976 ;3;0,6;-50,669
7010;CA-2015-154823;21/08/2015;25/08/2015;Standard Class;KN-16390;United States;Springfield;Ohio;45503;East;FUR-FU-10000193; 25,984 ;1;0,2;-3,898
7665;CA-2014-151967;22/10/2014;26/10/2014;Standard Class;NB-18580;United States;Bossier City;Louisiana;71111;South;FUR-FU-10000193; 129,920 ;4;0;10,394
8472;US-2017-132031;23/04/2017;27/04/2017;Standard Class;PN-18775;United States;Clarksville;Tennessee;37042;South;FUR-FU-10000193; 77,952 ;3;0,2;-11,693
9104;CA-2015-163181;07/11/2015;12/11/2015;Standard Class;AB-10105;United States;Houston;Texas;77041;Central;FUR-FU-10000193; 64,960 ;5;0,6;-84,448
447;CA-2017-154214;20/03/2017;25/03/2017;Second Class;TB-21595;United States;Columbus;Indiana;47201;Central;FUR-FU-10000206; 2,910 ;1;0;1,368
1100;CA-2016-107216;14/06/2016;17/06/2016;First Class;PV-18985;United States;San Francisco;California;94122;West;FUR-FU-10000206; 8,730 ;3;0;4,103
1107;US-2016-110156;19/11/2016;24/11/2016;Standard Class;EH-13945;United States;Houston;Texas;77041;Central;FUR-FU-10000206; 2,328 ;2;0,6;-0,757
1814;US-2017-161193;20/11/2017;26/11/2017;Standard Class;BT-11680;United States;Newark;Ohio;43055;East;FUR-FU-10000206; 4,656 ;2;0,2;1,571
2645;CA-2016-149111;17/04/2016;21/04/2016;Second Class;BF-11170;United States;Raleigh;North Carolina;27604;South;FUR-FU-10000206; 18,624 ;8;0,2;6,286
8562;CA-2016-132829;23/12/2016;26/12/2016;Second Class;LA-16780;United States;Houston;Texas;77041;Central;FUR-FU-10000206; 2,328 ;2;0,6;-0,757
9009;CA-2017-107825;18/11/2017;18/11/2017;Same Day;NB-18655;United States;Milwaukee;Wisconsin;53209;Central;FUR-FU-10000206; 5,820 ;2;0;2,735
627;CA-2017-163020;15/09/2017;19/09/2017;Standard Class;MO-17800;United States;New York City;New York;10009;East;FUR-FU-10000221; 35,560 ;7;0;12,09
2613;CA-2014-127446;25/11/2014;30/11/2014;Standard Class;MC-17590;United States;Arlington;Texas;76017;Central;FUR-FU-10000221; 6,096 ;3;0,6;-3,962
2854;CA-2016-136371;19/03/2016;21/03/2016;Second Class;SV-20935;United States;Oceanside;New York;11572;East;FUR-FU-10000221; 20,320 ;4;0;6,909
3284;CA-2014-159478;30/09/2014;06/10/2014;Standard Class;MH-17785;United States;New York City;New York;10035;East;FUR-FU-10000221; 15,240 ;3;0;5,182
4452;CA-2016-147137;04/07/2016;06/07/2016;First Class;AA-10645;United States;San Francisco;California;94109;West;FUR-FU-10000221; 25,400 ;5;0;8,636
4493;CA-2014-150798;01/12/2014;03/12/2014;Second Class;JK-15730;United States;Columbus;Ohio;43229;East;FUR-FU-10000221; 8,128 ;2;0,2;1,422
4522;CA-2014-109491;20/02/2014;26/02/2014;Standard Class;LC-16930;United States;Richmond;Indiana;47374;Central;FUR-FU-10000221; 20,320 ;4;0;6,909
4995;CA-2015-153038;18/12/2015;25/12/2015;Standard Class;RB-19645;United States;Memphis;Tennessee;38109;South;FUR-FU-10000221; 20,320 ;5;0,2;3,556
5936;CA-2016-103107;04/07/2016;04/07/2016;Same Day;RB-19465;United States;Seattle;Washington;98103;West;FUR-FU-10000221; 25,400 ;5;0;8,636
724;CA-2014-117429;07/10/2014;13/10/2014;Standard Class;MR-17545;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10000222; 129,920 ;5;0,2;21,112
5314;CA-2017-137876;30/04/2017;05/05/2017;Standard Class;DJ-13510;United States;San Francisco;California;94110;West;FUR-FU-10000222; 64,960 ;2;0;21,437
6491;CA-2014-149594;15/09/2014;19/09/2014;Standard Class;MF-18250;United States;Philadelphia;Pennsylvania;19120;East;FUR-FU-10000222; 103,936 ;4;0,2;16,89
8129;CA-2017-157350;26/08/2017;01/09/2017;Standard Class;DP-13000;United States;Chicago;Illinois;60610;Central;FUR-FU-10000222; 64,960 ;5;0,6;-43,848
8986;CA-2015-123092;03/12/2015;07/12/2015;Standard Class;JG-15115;United States;Jacksonville;North Carolina;28540;South;FUR-FU-10000222; 77,952 ;3;0,2;12,667
